ul_evals,ul_gnorms,ul_steplengths,ul_backtrack_its,ul_itn_times,t_ul_grad,t_ul_steplength,ll_solves_per_ul_it,t_total_lls,hess_res,hess_flag,hess_its,t_hess,ll_gnorms,ll_its,ll_flag,t_ll_solve
44.198009787448896,1.9707310685195887,0.01,0.0,0.470475435256958,0.3445703983306885,0.1249077320098877,2,0.4302713871002197,0.009151594870632834,0,12,0.0323486328125,0.0008966116504542049,33,0,0.30736446380615234
44.15881853126599,2.0157322828875315,0.012,0.0,0.18402457237243652,0.039766788482666016,0.14325237274169922,1,0.1422586441040039,0.008371019209203806,0,5,0.03072047233581543,0.0009852043191476017,19,0,0.12290692329406738
44.109437778522356,2.070672790282616,0.0144,0.0,0.2091226577758789,0.04618954658508301,0.1629331111907959,1,0.16095304489135742,0.006927827519081792,0,6,0.036109209060668945,0.0006647648457501851,20,0,0.1422586441040039
44.04660310787317,2.1413374348735883,0.01728,0.0,0.12946677207946777,0.02169942855834961,0.10776734352111816,1,0.1075589656829834,0.007507561282234443,0,6,0.01688694953918457,0.0008573369863877146,19,0,0.16095304489135742
43.965563918660116,2.2324817863271007,0.020736,0.0,0.13255620002746582,0.018892526626586914,0.11266064643859863,1,0.11266064643859863,0.00916402660150734,0,6,0.014557838439941406,0.0009811002362686819,17,0,0.1075589656829834
43.859616389975905,2.3508296218364464,0.0248832,0.0,0.1849203109741211,0.022579193115234375,0.16234111785888672,1,0.16234111785888672,0.007558864465335878,0,7,0.019579172134399414,0.0009013055198559898,18,0,0.11266064643859863
43.71763745285219,2.509888577766167,0.02985984,0.0,0.15726375579833984,0.03922271728515625,0.1170351505279541,1,0.11605119705200195,0.009596457313319264,0,7,0.03521466255187988,0.0008130511960560279,19,0,0.16234111785888672
43.52146328429097,2.7289783302796313,0.035831808,0.0,0.135298490524292,0.024324655532836914,0.11097383499145508,1,0.11097383499145508,0.008483680718385511,0,8,0.02080988883972168,0.0007869419355507472,19,0,0.11605119705200195
43.23960616347086,3.043716847643903,0.0429981696,0.0,0.15687775611877441,0.027043581008911133,0.12983417510986328,1,0.12883472442626953,0.006950789340804474,0,9,0.022529125213623047,0.000977649870228289,18,0,0.11097383499145508
42.810776404524596,3.5222352292270354,0.05159780351999999,0.0,0.17565035820007324,0.03481745719909668,0.14083290100097656,1,0.14083290100097656,0.00663774709351523,0,10,0.028832435607910156,0.0007458177952994678,20,0,0.12883472442626953
42.10170990644292,4.310420398779083,0.06191736422399999,0.0,0.19133925437927246,0.03236961364746094,0.15896964073181152,1,0.15796995162963867,0.007431667887608938,0,11,0.02886223793029785,0.0008047478272609418,22,0,0.14083290100097656
40.765155523283084,5.7724994465619055,0.07430083706879999,0.0,0.1854701042175293,0.03363847732543945,0.15081167221069336,1,0.15081167221069336,0.009455749075470301,0,12,0.03064441680908203,0.0008377387029000086,25,0,0.15796995162963867
37.66117703198809,8.85490710960733,0.08916100448255998,0.0,0.2278890609741211,0.04321479797363281,0.18365025520324707,1,0.18365025520324707,0.006981139752108752,0,15,0.0393214225769043,0.0009790161631811622,24,0,0.15081167221069336
29.235657988529667,11.104231752561947,0.10699320537907198,0.0,0.26293182373046875,0.07273054122924805,0.18920016288757324,1,0.18920016288757324,0.0075662395684798905,0,18,0.06281089782714844,0.0009459899386236133,23,0,0.18365025520324707
21.47941331245851,17.849789383426483,0.02054269543278182,2.0,0.5398623943328857,0.10250377655029297,0.4373586177825928,3,0.43436551094055176,0.009284428355188997,0,21,0.09649944305419922,0.0009745310934971183,26,0,0.18920016288757324
